election,state_reg,mimu_stregpcode,mimu_stregname,mimu_dspcode,mimu_dsname,mimu_twpcode,mimu_twname,ser_num,mimu_plcode,cons_num,dstot_eligv,dstot_ticketv,dstot_earlyv,dstot_totalv,dstot_pctv,dstot_invv,dstot_lostv,dstot_invlostv,cand_name,cand_party,dstot_val_ticketv,dstot_val_earlyv,dstot_val_totalv,cand_pctvalv,lu_name,lu_state,lu_consnm,lu_par,lu_gen,lu_byr,lu_age,lu_occ,lu_occrecode,lu_edu,lu_edurecode,lu_deg,lu_hideg,lu_nat,lu_rel,lu_wdvill,lu_urbrur,lu_vlnum,lu_fat,lu_fatnat,lu_fatrel,lu_mot,lu_motnat,lu_motrel
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,332,MMR010028,Meiktila (2),128497,75669,5064,80733,62.83,4255,101,4356,U Soe Than,Union Solidarity and Development Party (USDP),41674,3500,45174,0.5915,U Soe Than,Mandalay Region,Meiktila,Union Solidarity and Development Party (USDP),M,1963,52,Trading ,Own business,B.A (Psychology),B.A,,Bachelor,Bamar,Buddhist,-,Not Available,,U Hla Khaing,Bamar,Buddhist,Daw Mya Aye ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,332,MMR010028,Meiktila (2),128497,75669,5064,80733,62.83,4255,101,4356,Daw Toe Toe Kyaw,National Democratic Force (NDF),2433,127,2560,0.0335,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,333,MMR010029,Mahlaing (1),61298,41756,2015,43771,71.41,1551,3,1554,U Chit Min Thein,National League for Democracy (NLD),22801,795,23596,0.5589,U Chit Min Thein,Mandalay Region,Mahlaing,National League for Democracy (NLD),M,1974,42,Farmer ,Own business,B.Sc(Botany),B.Sc,,Bachelor,Bamar,Buddhist,Tha Pyay Pin tract ,Rural,,U Tun Shin ,Bamar,Buddhist,Daw Myint Yi,-,-
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,333,MMR010029,Mahlaing (1),61298,41756,2015,43771,71.41,1551,3,1554,Daw Win Thidar,Union Solidarity and Development Party (USDP),17401,1220,18621,0.4411,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,334,MMR010029,Mahlaing (2),65008,39858,2267,42125,64.8,1546,5,1551,Daw Yin Yin Win,National Democratic Force (NDF),2299,93,2392,0.059,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,334,MMR010029,Mahlaing (2),65008,39858,2267,42125,64.8,1546,5,1551,U Shwe Nan,Union Solidarity and Development Party (USDP),15628,1255,16883,0.4161,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,334,MMR010029,Mahlaing (2),65008,39858,2267,42125,64.8,1546,5,1551,Daw Thidar Nyein,National League for Democracy (NLD),20380,919,21299,0.5249,Daw Thidar Nyein,Mandalay Region,Mahlaing,National League for Democracy (NLD),F,1963,52,Trading ,Own business,B.A (History),B.A,,Bachelor,Bamar,Buddhist,Land registration in process ,Not Identifiable,,U Thar Nyein ,Bamar,Buddhist,Daw Yin May ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,335,MMR010030,Thazi (1),73057,53108,3089,56197,76.92,2213,557,2770,Daw Nyunt Nyunt Win,National Unity Party (NUP),1785,71,1856,0.0347,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,335,MMR010030,Thazi (1),73057,53108,3089,56197,76.92,2213,557,2770,U Moe Myint Thein,Union Solidarity and Development Party (USDP),27039,2076,29115,0.5449,U Moe Myint Thein,Mandalay Region,Thazi,Union Solidarity and Development Party (USDP),M,1969,46,Rice Mill owner ,Business owner,B.Sc (Geology) ,B.Sc,,Bachelor,Bamar,Buddhist,Min Hla village tract ,Rural,,U Sae Maung ,Bamar,Buddhist,Daw Ngwe Hmi ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,335,MMR010030,Thazi (1),73057,53108,3089,56197,76.92,2213,557,2770,U Than Lwin,National League for Democracy (NLD),21555,901,22456,0.4203,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,336,MMR010030,Thazi (2),75098,53191,2619,55810,74.32,1175,1,1176,Daw Kyi Mar Sint,National League for Democracy (NLD),20368,817,21185,0.3878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,336,MMR010030,Thazi (2),75098,53191,2619,55810,74.32,1175,1,1176,U San Tun,Union Solidarity and Development Party (USDP),28720,1649,30369,0.5559,U San Tun,Mandalay Region,Thazi,Union Solidarity and Development Party (USDP),M,1959,56,Trader ,Own business,B.Sc (Physics),B.Sc,,Bachelor,Bamar,Buddhist,No. 5 Ward ,Urban,,U Maung Ko,Bamar,Buddhist,Daw Khin Tint ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,336,MMR010030,Thazi (2),75098,53191,2619,55810,74.32,1175,1,1176,U Aung Myint,National Unity Party (NUP),2956,124,3080,0.0564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,337,MMR010031,Wundwin (1),88955,69407,2740,72147,81.11,2100,30,2130,U Soe Min Htet,National League for Democracy (NLD),40561,1207,41768,0.5965,U Soe Min Htet,Mandalay Region,Wundwin,National League for Democracy (NLD),M,1976,39,Private teacher ,Own business,B.Sc (Physics),B.Sc,,Bachelor,Bamar,Buddhist,Daing Kaung Kone ,Not Identifiable,,U Han Paing ,Bamar,Buddhist,Daw Khin Tin ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,337,MMR010031,Wundwin (1),88955,69407,2740,72147,81.11,2100,30,2130,U Maung Maung Oo,Union Solidarity and Development Party (USDP),22775,1135,23910,0.3415,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,337,MMR010031,Wundwin (1),88955,69407,2740,72147,81.11,2100,30,2130,U Myo Ko Ko ,National Democratic Force (NDF),1424,65,1489,0.0213,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,337,MMR010031,Wundwin (1),88955,69407,2740,72147,81.11,2100,30,2130,U Ye Min,National Unity Party (NUP),2741,109,2850,0.0407,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,338,MMR010031,Wundwin (2),86850,66301,2407,68708,79.11,3549,205,3754,U Kyaw Myint,National Unity Party (NUP),2637,84,2721,0.0419,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,338,MMR010031,Wundwin (2),86850,66301,2407,68708,79.11,3549,205,3754,U Win Myint,Union Solidarity and Development Party (USDP),25423,1154,26577,0.4092,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,338,MMR010031,Wundwin (2),86850,66301,2407,68708,79.11,3549,205,3754,U Win Aung,National Democratic Force (NDF),1891,59,1950,0.03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,338,MMR010031,Wundwin (2),86850,66301,2407,68708,79.11,3549,205,3754,U Aung Thu,National League for Democracy (NLD),32651,1055,33706,0.5189,U Aung Thu,Mandalay Region,Wundwin,National League for Democracy (NLD),M,1966,49,Private teacher ,Own business,B.Econ (Economics),B.Ecom,,Bachelor,Bamar,Buddhist,Tae Su ,Not Identifiable,,U Tun Kyaing ,Bamar,Buddhist,Daw Hla Nyunt ,Bamar,Buddhist
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,339,MMR011001,Mawlamyine (1),102345,56330,2526,58856,57.51,794,158,952,U Khin Zaw,The 88 Generation Students Youth (Union of Myanmar),2095,83,2178,0.0376,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,339,MMR011001,Mawlamyine (1),102345,56330,2526,58856,57.51,794,158,952,U Soe Paing,National Development Party,1225,66,1291,0.0223,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,339,MMR011001,Mawlamyine (1),102345,56330,2526,58856,57.51,794,158,952,U Min Htin Aung Han,National League for Democracy (NLD),39060,1331,40391,0.6976,U Min Htin Aung Han,Mon State,Mawlamyine,National League for Democracy (NLD),M,1967,49,Trading,Own business,B.E (ELECTRICAL POWER),B.E,,Bachelor,Mon,Buddhist,Maung Ngan Ward,Urban,,U Maung Maung Han ,Mon,Buddhist,Daw Mi Mi Sein ,Mon,Buddhist
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,339,MMR011001,Mawlamyine (1),102345,56330,2526,58856,57.51,794,158,952,Daw Ye Ye Myint,Union Solidarity and Development Party (USDP),10337,856,11193,0.1933,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,339,MMR011001,Mawlamyine (1),102345,56330,2526,58856,57.51,794,158,952,Daw Hla Hla Ye ,Mon National Party,2228,110,2338,0.0404,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,339,MMR011001,Mawlamyine (1),102345,56330,2526,58856,57.51,794,158,952,U Aung Ko Ko Myo,National Unity Party (NUP),469,44,513,0.0089,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,340,MMR011001,Mawlamyine (2),103027,55596,3912,59508,57.76,1310,479,1789,Dr. Toe Toe Aung,Union Solidarity and Development Party (USDP),17465,2471,19936,0.3454,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,340,MMR011001,Mawlamyine (2),103027,55596,3912,59508,57.76,1310,479,1789,Dr. Htein  Lin,National League for Democracy (NLD),32663,1222,33885,0.5871,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,340,MMR011001,Mawlamyine (2),103027,55596,3912,59508,57.76,1310,479,1789,U Naing Min Kyaw (a) Nay Min Kyaw,Mon National Party,2893,110,3003,0.052,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,340,MMR011001,Mawlamyine (2),103027,55596,3912,59508,57.76,1310,479,1789,U Hla Oo,National Unity Party (NUP),831,64,895,0.0155,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,341,MMR011002,Kyaikmaraw (1),74686,29741,3493,33234,44.5,2726,118,2844,U Khin Maung Sint,All Mon Regions Democracy Party,3870,327,4197,0.1381,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,341,MMR011002,Kyaikmaraw (1),74686,29741,3493,33234,44.5,2726,118,2844,Daw Khin Myo Myint,National League for Democracy (NLD),11364,1087,12451,0.4097,Daw Khin Myo Myint,Mon State,Kyaikmaraw,National League for Democracy (NLD),F,1955,60,None,Not Available,TTC? LL.B,LL.B and TTC,,Bachelor,Bamar-Mon,Buddhist,Shin Saw Pu Ward (3),Urban,,U Aung Sein,Bamar,Buddhist,Daw San Ngwe,Mon,Buddhist
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,341,MMR011002,Kyaikmaraw (1),74686,29741,3493,33234,44.5,2726,118,2844,U Saw Lin Bo Bo,Phlone-Sqaw Democratic Party,700,41,741,0.0244,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,341,MMR011002,Kyaikmaraw (1),74686,29741,3493,33234,44.5,2726,118,2844,Daw Mya Kyi,National Unity Party (NUP),522,97,619,0.0204,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,341,MMR011002,Kyaikmaraw (1),74686,29741,3493,33234,44.5,2726,118,2844,U Hla Tun,Union Solidarity and Development Party (USDP),7491,1635,9126,0.3003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,341,MMR011002,Kyaikmaraw (1),74686,29741,3493,33234,44.5,2726,118,2844,U Ha Ywae (a) U Tun Aung,Mon National Party,2434,128,2562,0.0843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,341,MMR011002,Kyaikmaraw (1),74686,29741,3493,33234,44.5,2726,118,2844,U Aung Ye Htoo,National Democratic Force (NDF),649,45,694,0.0228,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,342,MMR011002,Kyaikmaraw (2),82782,31976,2801,34777,42.01,2733,0,2733,U Saw Myint Oo,Phlone-Sqaw Democratic Party,2320,98,2418,0.0755,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,342,MMR011002,Kyaikmaraw (2),82782,31976,2801,34777,42.01,2733,0,2733,U San Tin,All Mon Regions Democracy Party,4969,420,5389,0.1682,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,342,MMR011002,Kyaikmaraw (2),82782,31976,2801,34777,42.01,2733,0,2733,U Ni Lat,National League for Democracy (NLD),7478,362,7840,0.2447,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,342,MMR011002,Kyaikmaraw (2),82782,31976,2801,34777,42.01,2733,0,2733,U Naing Zaw Moe (a) Naing Ye Zaw,Individual,801,122,923,0.0288,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,342,MMR011002,Kyaikmaraw (2),82782,31976,2801,34777,42.01,2733,0,2733,Daw Mi San Yu Mon,Mon National Party,5043,281,5324,0.1661,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,342,MMR011002,Kyaikmaraw (2),82782,31976,2801,34777,42.01,2733,0,2733,U Min Aung Mon,Union Solidarity and Development Party (USDP),7811,1355,9166,0.286,U Min Aung Mon,Mon State,Kyaikmaraw,Union Solidarity and Development Party (USDP),M,1983,33,Farmer,own business,B.Sc (Geology),B.Sc,,Bachelor,Mon,Buddhist,Tayana Village,Rural,,U Aung Than,Mon,Buddhist,Daw Hnin Ngwe,Mon,Buddhist
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,342,MMR011002,Kyaikmaraw (2),82782,31976,2801,34777,42.01,2733,0,2733,Daw Yin Yin Kyawt,National Democratic Force (NDF),546,19,565,0.0176,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,342,MMR011002,Kyaikmaraw (2),82782,31976,2801,34777,42.01,2733,0,2733,U Aung Kyaw,National Unity Party (NUP),379,40,419,0.0131,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,343,MMR011003,Chaungzon (1),67234,26336,1996,28332,42.14,1049,46,1095,U Saw Lin Aung,National League for Democracy (NLD),7619,421,8040,0.2952,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,343,MMR011003,Chaungzon (1),67234,26336,1996,28332,42.14,1049,46,1095,U Naing Soe Myint,Mon National Party,1364,94,1458,0.0535,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,343,MMR011003,Chaungzon (1),67234,26336,1996,28332,42.14,1049,46,1095,U Aung Kyi Thein,Union Solidarity and Development Party (USDP),7290,942,8232,0.3022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,343,MMR011003,Chaungzon (1),67234,26336,1996,28332,42.14,1049,46,1095,Dr. Aung Naing Oo,All Mon Regions Democracy Party,8968,539,9507,0.349,Dr. Aung Naing Oo,Mon State,Chaungzon,All Mon Regions Democracy Party,M,1970,45,Member of Parliament (State Hluttaw),Politician,B.V.S,B.V.S,,Bachelor,Mon,Buddhist,Mudun Village Tract,Rural,,U Tin Win ,Mon,Buddhist,Daw Nyunt ,Mon,Buddhist
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,344,MMR011003,Chaungzon (2),60015,25665,2615,28280,47.12,968,0,968,Daw Kyi Kyi Mya,National League for Democracy (NLD),13497,978,14475,0.53,Daw Kyi Kyi Mya,Mon State,Chaungzon,National League for Democracy (NLD),F,1971,44,Rubber Trading,Own business,B.Sc(Chemistry),B.Sc,,Bachelor,Bamar,Buddhist,Kwan The Village Tract,Rural,,U Kyaw,Bamar,Buddhist,Daw Thwin ,Bamar,Buddhist
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,344,MMR011003,Chaungzon (2),60015,25665,2615,28280,47.12,968,0,968,U Naing Tin Hlaing Oo (a) Naing Ta La Htaw,Mon National Party,1439,133,1572,0.0576,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,344,MMR011003,Chaungzon (2),60015,25665,2615,28280,47.12,968,0,968,U Maung Aye,National Unity Party (NUP),480,52,532,0.0195,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,344,MMR011003,Chaungzon (2),60015,25665,2615,28280,47.12,968,0,968,U Myo Min Hlaing (a) Maung Maung,Union Solidarity and Development Party (USDP),8064,1332,9396,0.344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mon,MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,344,MMR011003,Chaungzon (2),60015,25665,2615,28280,47.12,968,0,968,U Win Htut (a) U Mya Win,All Mon Regions Democracy Party,1217,120,1337,0.049,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
