Lookup,Country,"RowIndex
(Caution: Do not change RowIndex number)",House,State_Region,SR_PCode,TS_PCode,Township,MIMU_Constituency_PCode,Constituency_Name,Constituency_Recode,RepEthnicGroup,Voters_TotalEligibleVoters,Voters_TicketVotes,Voters_EarlyVotes,Voters_Total,Voters_Percent,InvalidTicket_TotalInvalid,InvalidTicket_TotalLoss,InvalidTicket_TOTAL,FullName,Gender,PartyID,Party,ValidVote_Constituency_Total_Ticket,ValidVote_Constituency_Total_EarlyVote,ValidVote_Constituency_TOTAL,ValidVote_Candidate_Total_Ticket,ValidVote_Candidate_Total_EarlyVote,ValidVote_Candidate_TOTAL,ValidVote_PercentOfValid,Is_WinningCandidate,DataSource,PartyID,Party,Gender,DOB,Age,Occupation_Recoded,Occupation_Recoded1,Occupation_Recoded2,Education,Education_Recoded,Education_Highest,edhi_recode,Nationality,Religion,Ward_Village,PlaceOfResidence,Father,Father_Nationality,Father_Religion,Mother_Name,Mother_Nationality,Mother_Religion
State and Region HluttawShan StateDaw Nang Phway Hwan Oo9TRUE,Myanmar,5185,State and Region Hluttaw,Shan ,MMR222,MMR014020,Mawkmai,,,S/R_Shan_Mawkmai (1),,11577,6385,981,7366,0.6363,627,8,635,Daw Nang Phway Hwan Oo,F,9,Shan Nationalities League for Democracy (SNLD),5821,910,6731,2880,185,3065,0.4554,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,9,Shan Nationalities League for Democracy (SNLD),F,31116,31,"Director, Loi Maukme Co.,ltd ",Business owner,0,B.Sc (Zoo),B.Sc,Bachelor,Bachelor,Shan,Buddhist, - ,Not Available,Sai Tin Aung @ Sai Aut,Shan,Buddhist,Nan Chaw Chaw,Shan,Buddhist
State and Region HluttawShan StateU Khun Tun Yin43FALSE,Myanmar,5193,State and Region Hluttaw,Shan ,MMR222,MMR014008,Lawksawk,,,S/R_Shan_Lawksawk (1),,59801,42774,3123,45897,0.7675,1876,35,1911,U Khun Tun Yin,M,43,Union Pao National Organisation,40863,3123,43986,857,38,895,0.0203,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Myat Soe2FALSE,Myanmar,5149,State and Region Hluttaw,Shan ,MMR222,MMR014005,Kalaw,,,S/R_Shan_Kalaw (2),,53314,43940,1689,45629,0.8559,2511,201,2712,U Myat Soe,M,2,Union Solidarity and Development Party (USDP),41293,1624,42917,17424,1185,18609,0.4336,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Soe Nyunt Lwin@U Soe Gyi1TRUE,Myanmar,5202,State and Region Hluttaw,Shan ,MMR222,MMR014005,Kalaw,,,S/R_Shan_Kalaw (1),,65730,48672,3195,51867,0.7891,2527,318,2845,U Soe Nyunt Lwin@U Soe Gyi,M,1,National League for Democracy (NLD),45970,3052,49022,23891,972,24863,0.5072,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,1,National League for Democracy (NLD),M,26386,44,"Private teacher, Private High School Founder ",own business,0,B.Sc,B.Sc,Bachelor,Bachelor,Bamar,Buddhist,Ywar Ngan Su quarter,Urban,U Maung Hsan,Bamar,Buddhist,Daw Kyi Nyunt,Bamar,Buddhist
State and Region HluttawShan StateU Sai Ohne Phay2FALSE,Myanmar,5155,State and Region Hluttaw,Shan ,MMR222,MMR016008,Mongton,,,S/R_Shan_Mongton (2),,17619,12072,880,12952,0.7351,1618,30,1648,U Sai Ohne Phay,M,2,Union Solidarity and Development Party (USDP),10436,868,11304,990,469,1459,0.1291,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Sai Noon7FALSE,Myanmar,5171,State and Region Hluttaw,Shan ,MMR222,MMR016009,Tachileik,,,S/R_Shan_Tachileik (1),,62106,32954,2259,35213,0.567,1793,101,1894,U Sai Noon,M,7,National Democratic Force (NDF),31163,2156,33319,835,15,850,0.0255,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Sai Tip1FALSE,Myanmar,5153,State and Region Hluttaw,Shan ,MMR222,MMR016010,Monghpyak,,,S/R_Shan_Monghpyak (1),,9539,6689,939,7628,0.7997,560,10,570,U Sai Tip,M,1,National League for Democracy (NLD),6119,939,7058,1661,35,1696,0.2403,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Kyaw Win24FALSE,Myanmar,5152,State and Region Hluttaw,Shan ,MMR222,MMR016010,Monghpyak,,,S/R_Shan_Monghpyak (1),,9539,6689,939,7628,0.7997,560,10,570,U Kyaw Win,M,24,La Hu National Development Party,6119,939,7058,375,4,379,0.0537,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Khun Maung Win43FALSE,Myanmar,5157,State and Region Hluttaw,Shan ,MMR222,MMR014004,Hsihseng,,,S/R_Shan_Hsihseng (1),,48390,33623,2312,35935,0.7426,2550,0,2550,U Khun Maung Win,M,43,Union Pao National Organisation,31143,2242,33385,751,45,796,0.0238,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Sai Aung Myat8FALSE,Myanmar,5150,State and Region Hluttaw,Shan ,MMR222,MMR015003,Mongyai,,,S/R_Shan_Mongyai (1),,19053,12226,600,12826,0.6732,1405,4,1409,U Sai Aung Myat,M,8,Shan Nationalities Democratic Party (SNDP),10820,597,11417,927,11,938,0.0822,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Sai Kyaw Kyaw54FALSE,Myanmar,5158,State and Region Hluttaw,Shan ,MMR222,MMR016003,Mongyang,,,S/R_Shan_Mongyang (1),,4122,2732,415,3147,0.7635,696,0,696,U Sai Kyaw Kyaw,M,54,Eastern Shan State Development Democratic Party,2039,412,2451,48,,48,0.0196,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Sai Aung Tun8FALSE,Myanmar,5148,State and Region Hluttaw,Shan ,MMR222,MMR015020,Kunlong,,,S/R_Shan_Kunlong (1),,17323,8967,1996,10963,0.6329,425,0,425,U Sai Aung Tun,M,8,Shan Nationalities Democratic Party (SNDP),8592,1946,10538,813,109,922,0.0875,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Kyaw Nay Myo5FALSE,Myanmar,5147,State and Region Hluttaw,Shan ,MMR222,MMR014011,Loilen,,,S/R_Shan_Loilen (1),,42890,19721,3533,23254,0.5422,2814,14,2828,U Kyaw Nay Myo,M,5,Individual,17095,3331,20426,397,71,468,0.0229,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU R Mal2TRUE,Myanmar,5146,State and Region Hluttaw,Shan ,MMR222,MMR016002,Mongkhet,,,S/R_Shan_Mongkhet (2),,7668,2328,23,2351,0.3066,458,23,481,U R Mal,M,2,Union Solidarity and Development Party (USDP),1870,0,1870,973,0,973,0.5203,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,2,Union Solidarity and Development Party (USDP),M,31334,31,"Computer DTP, Printing Shop",Business owner,0,B.A (Geography),B.A,Bachelor,Bachelor,Ar-Khar,Christian,Ward (1),Urban,U Arr Yway,Ar Khar,Christian,Daw Bu Bae,Ar-khar,Christian
State and Region HluttawShan StateU Sai Thein Aung8FALSE,Myanmar,5145,State and Region Hluttaw,Shan ,MMR222,MMR015015,Namtu,,,S/R_Shan_Namtu (2),,17540,12091,584,12675,0.7226,1269,10,1279,U Sai Thein Aung,M,8,Shan Nationalities Democratic Party (SNDP),10856,540,11396,819,47,866,0.076,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Sai Tun Nyan9TRUE,Myanmar,5144,State and Region Hluttaw,Shan ,MMR222,MMR015012,Kyaukme,,,S/R_Shan_Kyaukme (2),,59498,35274,1758,37032,0.6224,1321,0,1321,U Sai Tun Nyan,M,9,Shan Nationalities League for Democracy (SNLD),33953,1758,35711,18733,653,19386,0.5429,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,9,Shan Nationalities League for Democracy (SNLD),M,27964,40,Crop stock house owner and Lawyer ,own business,0,"A.G.T.I (Mandalay), B.A, LL.B","B.A, Dip",Bachelor,Bachelor,Shan,Buddhist,"Pakar village, Pain Nae Gone village tract, U Tun Nyan",Rural,U Aik San,Shan,Buddhist,Daw Aie Khwan,Shan,Buddhist
State and Region HluttawShan StateDaw Thein May24FALSE,Myanmar,5143,State and Region Hluttaw,Shan ,MMR222,MMR016009,Tachileik,,,S/R_Shan_Tachileik (1),,62106,32954,2259,35213,0.567,1793,101,1894,Daw Thein May,F,24,La Hu National Development Party,31163,2156,33319,538,12,550,0.0165,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateDaw Lar Lar@Daw Boo Daw62FALSE,Myanmar,5151,State and Region Hluttaw,Shan ,MMR222,MMR016006,Monghsat,,,S/R_Shan_Monghsat (2),,16723,10798,1101,11899,0.7115,1687,519,2206,Daw Lar Lar@Daw Boo Daw,F,62,Akha National Development Party,8598,1095,9693,565,12,577,0.0595,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateDaw Nang Sai Hein1FALSE,Myanmar,5165,State and Region Hluttaw,Shan ,MMR222,MMR014018,Langkho,,,S/R_Shan_Langkho (2),,17278,7704,818,8522,0.4932,819,203,1022,Daw Nang Sai Hein,F,1,National League for Democracy (NLD),6730,770,7500,1128,97,1225,0.1633,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Maung Nyo1TRUE,Myanmar,5172,State and Region Hluttaw,Shan ,MMR222,MMR015018,Mabein,,,S/R_Shan_Mabein (1),,12075,9722,916,10638,0.881,484,29,513,U Maung Nyo,M,1,National League for Democracy (NLD),9209,916,10125,5981,464,6445,0.6365,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,1,National League for Democracy (NLD),M,22008,56,Primary School headmaster (Retired) ,Retired government staff,0,First year (Geography),University Level,Some University,Some University,Bamar,Buddhist,Nant Pon Pone Ward,Urban,U Ba Din,Bamar,Buddhist,Daw Ohn,Bamar,Buddhist
State and Region HluttawShan StateU Sai Tun Sar2FALSE,Myanmar,5173,State and Region Hluttaw,Shan ,MMR222,MMR015003,Mongyai,,,S/R_Shan_Mongyai (2),,20632,11017,691,11708,0.5675,1694,1,1695,U Sai Tun Sar,M,2,Union Solidarity and Development Party (USDP),9342,671,10013,1082,527,1609,0.1607,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Maung Aye27FALSE,Myanmar,5170,State and Region Hluttaw,Shan ,MMR222,MMR015009,Muse,,,S/R_Shan_Muse (2),,44234,23500,1823,25323,0.5725,1805,23,1828,U Maung Aye,M,27,Ta-Arng Palaung National Party,21774,1721,23495,4162,241,4403,0.1874,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Mine Tun Aye2FALSE,Myanmar,5169,State and Region Hluttaw,Shan ,MMR222,MMR015019,Manton,,,S/R_Shan_Manton (1),,12566,6427,723,7150,0.569,393,5,398,U Mine Tun Aye,M,2,Union Solidarity and Development Party (USDP),6034,718,6752,590,259,849,0.1257,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateDaw Tin Tin Ohne2FALSE,Myanmar,5168,State and Region Hluttaw,Shan ,MMR222,MMR015017,Mongmit,,,S/R_Shan_Mongmit (1),,23334,16591,1733,18324,0.7853,691,17,708,Daw Tin Tin Ohne,F,2,Union Solidarity and Development Party (USDP),15883,1733,17616,2724,994,3718,0.2111,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Khun Thura Aung2TRUE,Myanmar,5199,State and Region Hluttaw,Shan ,MMR222,MMR014001,Taunggyi,,,S/R_Shan_Taunggyi (2),,132848,88471,6583,95054,0.7155,4982,310,5292,U Khun Thura Aung,M,2,Union Solidarity and Development Party (USDP),83197,6565,89762,41613,3942,45555,0.5075,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,2,Union Solidarity and Development Party (USDP),M,24973,48,"Trader, Crop trading ",Business owner,0,B.A(Geography),B.A,Bachelor,Bachelor,Pao,Buddhist,Kyaung Gyi Su Ward,Urban,U Lune Phar Pat,Pao,Buddhist,Daw Nang Aung,Pao,Buddhist
State and Region HluttawShan StateU Aike Man3FALSE,Myanmar,5166,State and Region Hluttaw,Shan ,MMR222,MMR015001,Lashio,,,S/R_Shan_Lashio (1),,86683,44794,3205,47999,0.5537,2233,242,2475,U Aike Man,M,3,National Unity Party (NUP),42769,2755,45524,546,26,572,0.0126,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateDaw Soe Ohnmar5FALSE,Myanmar,5142,State and Region Hluttaw,Shan ,MMR222,MMR016009,Tachileik,,,S/R_Shan_Tachileik (1),,62106,32954,2259,35213,0.567,1793,101,1894,Daw Soe Ohnmar,F,5,Individual,31163,2156,33319,427,47,474,0.0142,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Khun Tun Lu@U Di Ki51TRUE,Myanmar,5164,State and Region Hluttaw,Shan ,MMR222,MMR015021,Hopang,,,S/R_Shan_Hopang (1),,7978,3765,714,4479,0.5614,316,14,330,U Khun Tun Lu@U Di Ki,M,51,Wa Democratic Party,3588,561,4149,2371,484,2855,0.6881,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,51,Wa Democratic Party,M,17871,68,Merchant,Business owner,0,Grade (8),B.E.M.S,B.E.M.S,Middle School,Wa,Buddhist, -,Not Available,U Sao Khun Sam,Wa,Buddhist,Daw Nan Swe,Wa,Buddhist
State and Region HluttawShan StateU Sai Yee Tip1FALSE,Myanmar,5163,State and Region Hluttaw,Shan ,MMR222,MMR016003,Mongyang,,,S/R_Shan_Mongyang (2),,3781,2005,4,2009,0.5313,325,0,325,U Sai Yee Tip,M,1,National League for Democracy (NLD),1680,4,1684,275,0,275,0.1633,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Ko Ko37FALSE,Myanmar,5162,State and Region Hluttaw,Shan ,MMR222,MMR014007,Ywangan,,,S/R_Shan_Ywangan (1),,27644,22024,2124,24148,0.8735,982,6,988,U Ko Ko,M,37,Danu National Democracy Party,22024,1136,23160,4646,241,4887,0.211,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Sai Shan Tip8FALSE,Myanmar,5161,State and Region Hluttaw,Shan ,MMR222,MMR016003,Mongyang,,,S/R_Shan_Mongyang (2),,3781,2005,4,2009,0.5313,325,0,325,U Sai Shan Tip,M,8,Shan Nationalities Democratic Party (SNDP),1680,4,1684,231,0,231,0.1372,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Win Kyaw@U Aike Main27TRUE,Myanmar,5160,State and Region Hluttaw,Shan ,MMR222,MMR015016,Namhsan,,,S/R_Shan_Namsan (1),,25925,15424,1272,16696,0.644,776,23,799,U Win Kyaw@U Aike Main,M,27,Ta-Arng Palaung National Party,14676,1221,15897,8326,659,8985,0.5652,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,27,Ta-Arng Palaung National Party,M,20648,60,Trader ,Business owner,0,B.A(History),B.A,Bachelor,Bachelor,Pa-Laung,Buddhist, -,Not Available,U Aik Min,Pa Laung,Buddhist,Daw Ei Hlaw,Pa-Laung,Buddhist
State and Region HluttawShan StateU Sai Tun Hla9FALSE,Myanmar,5159,State and Region Hluttaw,Shan ,MMR222,MMR014021,Mongpan,,,S/R_Shan_Mongpan (2),,8241,4850,1067,5917,0.718,843,187,1030,U Sai Tun Hla,M,9,Shan Nationalities League for Democracy (SNLD),3845,1042,4887,764,82,846,0.1731,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Khun Maung Phyu33TRUE,Myanmar,5167,State and Region Hluttaw,Shan ,MMR222,MMR014003,Hopong,,,S/R_Shan_Hopong (1),,40402,25098,3735,28833,0.7137,1474,57,1531,U Khun Maung Phyu,M,33,Pao National Organisation (PNO),23635,3667,27302,16060,2701,18761,0.6872,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,33,Pao National Organisation (PNO),M,23502,52,Merchant,Business owner,0,Grade (11),B.E.H.S,B.E.H.S,High School,Pao,Buddhist,West Ward,Urban,U Shin Pwar,Pao,Buddhist,Daw Shin Hton,Pao,Buddhist
State and Region HluttawShan StateU Sai Tun Kyi8FALSE,Myanmar,5023,State and Region Hluttaw,Shan ,MMR222,MMR014014,Kunhing,,,S/R_Shan_Kunhing (1),,17263,9810,881,10691,0.6193,2742,0,2742,U Sai Tun Kyi,M,8,Shan Nationalities Democratic Party (SNDP),7108,841,7949,2406,115,2521,0.3171,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Sai Thein Maung9FALSE,Myanmar,5205,State and Region Hluttaw,Shan ,MMR222,MMR015017,Mongmit,,,S/R_Shan_Mongmit (2),,20890,14521,713,15234,0.7292,882,9,891,U Sai Thein Maung,M,9,Shan Nationalities League for Democracy (SNLD),13630,713,14343,3156,105,3261,0.2274,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Kya Lar3FALSE,Myanmar,5009,State and Region Hluttaw,Shan ,MMR222,MMR016006,Monghsat,,,S/R_Shan_Monghsat (1),,23974,16928,1715,18643,0.7776,1349,49,1398,U Kya Lar,M,3,National Unity Party (NUP),15551,1694,17245,408,14,422,0.0245,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawShan StateU Kain Mine2TRUE,Myanmar,5010,State and Region Hluttaw,Shan ,MMR222,MMR015009,Muse,,,S/R_Shan_Muse (2),,44234,23500,1823,25323,0.5725,1805,23,1828,U Kain Mine,M,2,Union Solidarity and Development Party (USDP),21774,1721,23495,6646,642,7288,0.3102,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,2,Union Solidarity and Development Party (USDP),M,25712,46,MP (Shan State parliament) ,politician,0,Grade (11),B.E.H.S,B.E.H.S,High School,Kachin,Christian,Ho Mon Ward,Urban,U Kham Aung,Kachin,Christian,Daw Maran Kauk,Kachin,Christian
